,name,location,rent,deposit,area,type,highlights,description,owner
246,Bhoomis Spring Town,"2 BHK Flat for rent in Undri, Pune","₹20,000",+ Deposit 3 months rent,"1,115 sqft",2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in undri is available in bhoomis spring town for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 1 balcony in 858 sq.Ft. Carpet area. This property is constructed on 1115 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 4th of 10 floor. This is a ready to move property and it ...",S G Properties  
247,Bhoomis Spring Town,"2 BHK Flat for rent in Undri, Pune","₹20,000",+ Deposit 3 months rent,"1,115 sqft",2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in undri is available in bhoomis spring town for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 1 balcony in 858 sq.Ft. Carpet area. This property is constructed on 1115 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 4th of 10 floor. This is a ready to move property and it ...",S G Properties  
248,Ranjeet Platinum Park,"3 BHK Flat for rent in Undri, Pune","₹12,000",+ Deposit 3 months rent,"1,500 sqft",3 BHK ,"['3 Baths', 'East Facing']","3 bhk,flat for rent 12k garden fesing",S G Properties  
249,Yash Orchid,"2 BHK Flat for rent in Baner, Pune","₹25,000","+ Deposit ₹50,000","1,362 sqft",2 BHK ,"['2 Baths', 'East Facing']",Good flat for family and bachelors call for best deal to sai associates,Property Guru 
250,DS Park Royal,"3 BHK Flat for rent in Pimple Saudagar, Pune","₹35,000","+ Deposit ₹105,000","1,490 sqft",3 BHK ,"['2 Baths', 'Gated Society']","Find this 3 bhk apartment for rent in pimple saudagar, pune. This 3 bhk apartment in ds park royal is situated in pune. Property has 1350 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. The flat consists of 3 bedrooms, built on 1490 sq.Ft. A separate space for study room is available in this flat. Society provides 1 covered parking with this flat. The building has a total of...",Chintamani Real Estate and Consultant 
251,Magarpatta City Iris,"2 BHK Flat for rent in Magarpatta, Pune","₹34,500",+ Deposit 3 months rent,940 sqft,2 BHK ,"['2 Baths', 'Gated Society']","Pune's most popular society magarpatta city iris in magarpatta offers 2 bhk apartment. This flat consists of 2 bathrooms & 1 balcony in 900 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 940 sq.Ft. A separate space for pooja room is available in this flat. Society provides 1 covered parking with this flat & the option for 1 open parking is also available. The building has...",Seva Real Estate 
252,Magarpatta City Iris,"2 BHK Flat for rent in Magarpatta, Pune","₹27,900","+ Deposit ₹60,000",940 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","A very good 2 bhk sf flat for rent in iris magarpatta apartment, hadapsar, pune. It is a superb property and offers an excellent view. It is feng shui/vaastu compliant, which is considered to bring positive energy. Indeed, the society too has multiple facilities for enjoyment, such as fitness center/gym, club house/community center and security personnel etc. It also has rain water harvesting s...",Seva Real Estate 
253,Magarpatta Grevillea,"2 BHK Flat for rent in Magarpatta, Pune","₹34,900",+ Deposit 3 months rent,824 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","A beautiful furnished 2 bhk flat for rent in magarpatta, pune is available. This 10 year old property is on the 4th floor of 11 floors. It has 2 bathroom(s). Spacious and thoughtfully designed. This is a furnished apartment with 2 balconies. The flat is a corner property in a gated society. It comes with a 2 wardrobe(s), 2 bed(s), 1 modular kitchen, 1 fridge(s), 1 geyser(s), 1 tv(s), 1 sofa(s),...",Seva Real Estate 
254,Wadhwani Mayureshwar Sai Nisarg Park,"4 Bedroom House for rent in Pimple Saudagar, Pune","₹37,000",+ Deposit 3 months rent,"2,000 sqft",4 BHK ,"['4 Baths', 'East Facing']","Mayureshwar sai nisarg park is one of the most demanding society in pimple saudagar 
Sitaution at nasik phata highway 
Corner row house with all aminities",Lotsm Properties 
255,Magarpatta Annex,"1 BHK Flat for rent in Magarpatta, Pune","₹20,900","+ Deposit ₹66,000",860 sqft,1 BHK ,"['1 Baths', 'East Facing']","A very good 1 bhk flat for rent in annex, magarpatta, pune. It is a superb property and offers an excellent view. The flat is unfurnished with multiple amenities and promises a comfortable stay. It is feng shui/vaastu compliant, which is considered to bring positive energy. Indeed, the society too has multiple facilities for enjoyment, such as club house/community center and swimming pool etc. ...",Seva Real Estate 
256,Infinity Pride,"2 BHK Flat for rent in Punawale, Pune","₹24,000","+ Deposit ₹80,000","1,017 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","Very good and prime location, covered car parking, all types of amenities, close to by hinjewadi it park, mumbai bangalore express way, punawale, wakad, tathawade, baner, ravet,near by to all types of market, school, bus stops, college, hospital, d-Mart, bloosum international school, indira college, jspm colle ge, lotus business school, fully furnished,bed,sopa,ac,all electronic items,modular k...",shubh vastu Group  
257,Lunkad Colonnade 2,"2 BHK Flat for rent in Clover Park, Pune","₹40,000",+ Deposit 3 months rent,"1,100 sqft",2 BHK ,"['2 Baths', 'North Facing']","This 2 bhk flat in clover park is available in lunkad colonnade 2 for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 1 balcony build in 1000 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1100 sq.Ft. A separate space for others is available in this flat. The building has a total of 6 floors and this property is ...",Classic Enterprises 
258,Kumar Primavera,"2 BHK Flat for rent in Sainath Nagar, Pune","₹35,000",+ Deposit 3 months rent,"1,093 sqft",2 BHK ,"['2 Baths', 'East Facing']","2bhk semi furnished flat available on rent in wadgaonsheri. A beautiful society offers a good flat for families. An open layout with building being, placed in a manner that there is no overlooking & most of the apartments enjoy the view of structured landscaping. The society is set amongst the best part of the city. The area is in which the property is situated having a lush green environment a...",Classic Enterprises 
259,Vilas YashONE Infinitee,"2 BHK Flat for rent in Punawale, Pune","₹22,000",+ Deposit 3 months rent,700 sqft,2 BHK ,"['2 Baths', 'North-East Facing']","A 2 bhk flat for rent in punawale close to all basic civic amenities is available for just 22,000 in vilas yashone infinitee, pune. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 700 sq.Ft. Carpet area. The flat is built on 700 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within society. This flat is situated at 5th in a tower with 27 f...",Dream Homes Real Estate Consultancy Services 
260,F5 Epic,"2 BHK Flat for rent in Wagholi, Pune","₹17,000","+ Deposit ₹35,000","1,129 sqft",2 BHK ,"['2 Baths', 'East Facing']","F5 epic is the most preferred destination for renting flats in wagholi, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This flat consists of 2 bathrooms & 2 balconies build in 1050 sq.Ft. Super built-Up area. The flat is built on 1129 sq.Ft. Area. This property has pooja room, study room, servant room and others as well. Ease of access to 1 covered...",V K PROPERTIES 
261,GK Dayal Heights,"1 BHK Flat for rent in Pimple Saudagar, Pune","₹17,500","+ Deposit ₹40,000",514 sqft,1 BHK ,"['2 Baths', 'Gated Society']","Explore this amicable gk dayal heights of pimple saudagar in pune ! Live in a 1 bhk flat for rent in pimple saudagar. Property has 514 sq.Ft. Carpet area with 2 bathrooms & 1 balcony attached. The flat consists of 1 bedroom, built on 514 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 8 floors and this property is situated on 5th floor. Property is 1-5 year...",Shree Realtors 
262,Goel Ganga Orchard,"3 BHK Flat for rent in Koregaon Park Annexe, Pune","₹38,000",,"1,100 sqft",3 BHK ,"['3 Baths', 'Bishops Convent School Nearby']","Explore this amicable goel ganga orchard of koregaon park annexe in pune ! Live in a 3 bhk flat for rent in koregaon park annexe. Additionally, this property is in vicinity to important points of interest and is close to hospital, close to mall and close to school. Property has attached 3 bathrooms & 3 balconies with 3 rooms set in 1100 sq.Ft. Carpet area. Flat is constructed on 1100 sq.Ft. 1 c...",Space Genie LLP 
263,Godrej Infinity,"1 BHK Flat for rent in Keshav Nagar, Pune","₹22,000",+ Deposit 2 months rent,679 sqft,1 BHK ,"['2 Baths', 'East Facing']","Find this 1 bhk apartment for rent in keshav nagar, pune. This 1 bhk apartment in godrej infinity is situated in pune. This property is close to school, close to hospital, close to railway station and close to airport. Property has 679 sq.Ft. Carpet area with 2 bathrooms & 1 balcony attached. This flat is constructed on 679 sq.Ft. Area. This flat lies on the 8th floor of a 24 storey building. W...",Space Genie LLP 
264,Shubh Skypoint,"1 BHK Flat for rent in Keshav Nagar, Pune","₹22,000",+ Deposit 2 months rent,550 sqft,1 BHK ,"['2 Baths', 'East Facing']","Find this 1 bhk apartment for rent in keshav nagar, pune. This 1 bhk apartment in shubh skypoint is situated in pune. This property is close to school, close to mall, close to hospital and close to airport. Property has 550 sq.Ft. Carpet area with 1 bathroom & 2 balconies attached. The flat consists of 1 bedroom, built on 550 sq.Ft. Society provides 1 covered parking with this flat. The buildin...",Space Genie LLP 
265,Shubh Skypoint,"2 BHK Flat for rent in Keshav Nagar, Pune","₹32,000",+ Deposit 2 months rent,945 sqft,2 BHK ,"['2 Baths', 'East Facing']","Situated in keshav nagar pune, shubh skypoint is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. The flat is close to school, close to hospital and close to mall. This flat consists of 2 bathrooms & 3 balconies build in 750 sq.Ft. Carpet area. The flat is built on 945 sq.Ft. Area. Ease of access t...",Space Genie LLP 
266,CONCRETE SUNSHINE RESIDENCY,"4 BHK Flat for rent in Lullanagar, Pune","₹50,000","+ Deposit ₹250,000","1,250 sqft",4 BHK ,"['4 Baths', 'East Facing']","This 4 bhk flat in lullanagar is available in concrete sunshine residency for rent, one of the most prominent projects for residential flats in pune. This flat consists of 4 bathrooms & 2 balconies build in 1250 sq.Ft. Carpet area. Flat is constructed on 1250 sq.Ft. 2 covered parking available. Placed on 3rd of 6 floor in 1-5 years old tower. It is a semi-Furnished property. Inclusive of 6 ligh...",Happy Homes 
267,Gulmohar Regency,"1 BHK Flat for rent in Viman Nagar, Pune","₹25,000","+ Deposit ₹60,000",700 sqft,1 BHK ,"['1 Baths', 'East Facing']","1bhk flat for rent gulmohar regency, viman nagar,pune.
It is at 5 minutes walking distance from symbiosis college and symbiosis international school,tasmac, isbm, phoniex/inorbit mall. 5 mins driving distance from kalyaninagar, koregaonpark,magapatta, kharadi. Close to airport.",Akshay Enterprises 
268,RR Lunkad 66 Avenue,"2 BHK Flat for rent in Pimple Nilakh, Pune","₹31,000","+ Deposit ₹100,000",750 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","This 2 bhk flat in pimple nilakh is available in rr lunkad 66 avenue for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 2 balconies in 70 sq.M. Carpet area. This flat is constructed on 70 sq.M. Area. This flat lies on the 6th floor of a 11 storey building. Well maintained 1-5 years property. This is a semi-Furnished flat. Furnishing o...",Prathmesh Real Estate 
269,Jyoti Tulip,"1 BHK Flat for rent in Viman Nagar, Pune","₹24,000","+ Deposit ₹60,000",600 sqft,1 BHK ,"['1 Baths', 'East Facing']","1bhk flat for rent in jyoti tulip, viman nagar,pune.
It is at 5 minutes walking distance from symbiosis college and symbiosis international school,tasmac, isbm, phoniex/inorbit mall. 5 mins driving distance from kalyaninagar, koregaonpark,magapatta, kharadi. Close to airport.",Akshay Enterprises 
270,"Lalwani Vastu, Viman Nagar.","2 BHK Flat for rent in Viman Nagar, Pune","₹38,000","+ Deposit ₹100,000","1,000 sqft",2 BHK ,"['2 Baths', 'East Facing']","2bhk flat for rent in lalwani wastu, viman nagar,pune.
It is at 5 minutes walking distance from symbiosis college and symbiosis international school,tasmac, isbm, phoniex/inorbit mall. 5 mins driving distance from kalyaninagar, koregaonpark,magapatta, kharadi. Close to airport.",Akshay Enterprises 
271,Panchshil Towers,"3 BHK Flat for rent in Kharadi, Pune","₹85,000","+ Deposit ₹250,000","2,950 sqft",3 BHK ,"['3 Baths', 'Full Power Backup']","A spacious 3 bhk flat for rent is available in kharadi in panchshil towers, pune. This flat consists of 3 bathrooms & 2 balconies build in 2072 sq.Ft. Carpet area. This property is constructed on 2950 sq.Ft. You also get 2 covered parking inside the premises located on 12th of 32 floor. This is a ready to move property and it is 1-5 years old flat. Unfurnished flat property will be leased for 1...",PropMart Realtors 
272,Amanora Metro Towers,"1 BHK Flat for rent in Hadapsar, Pune","₹18,000","+ Deposit ₹54,000",465 sqft,1 BHK ,"['1 Baths', 'East Facing']","This lovely 1 ( Rk ) studio apartment for rent in hadapsar is available in one of pune's most popular projects, amanora metro towers. The flat is close to school, close to hospital, close to market and close to railway station. This flat consists of 1 bathroom & 1 balcony in 465 sq.Ft. Super built-Up area. Flat is constructed on 465 sq.Ft. 1 covered parking available. Placed on 6th of 12 floor ...",Suman Properties 
273,Concord Pushpak,"2 BHK Flat for rent in Dhanori, Pune","₹22,000",+ Deposit 3 months rent,780 sqft,2 BHK ,"['2 Baths', 'East Facing']",East facing semi furnished flat with modular kitchen well maintain society all amenities are there immediate available for rent,Skylink Properties 
274,Megapolis Sparklet,"2 BHK Flat for rent in Hinjewadi, Pune","₹24,000",+ Deposit 3 months rent,"1,100 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']",Explore this amicable megapolis sparklet of hinjewadi in pune ! Live in a 2 bhk flat for rent in hinjewadi spread over 1050 sq.Ft. This flat consists of 2 bathrooms & 1 balcony in 1050 sq.Ft. Super built-Up area. This property is constructed on 1100 sq.Ft. Extra space for pooja room. You also get 1 covered parking inside the premises located on 7th of 14 floor. This is a ready to move property ...,Sai Ganesh Property  
275,"Kumar Primavera, Kharadi","2 BHK Flat for rent in Kharadi, Pune","₹28,000",+ Deposit 3 months rent,"1,151 sqft",2 BHK ,"['2 Baths', 'East Facing']","Check out kumar primavera in sainath nagar, one of the upcoming under-Construction housing societies in pune. There are apartments for sale in kumar primavera. This society will have all basic facilities and amenities to suit homebuyers needs and requirements. Brought to you by kumar properties, kumar primavera is scheduled for possession in jan, 2024. Being a rera-Registered society, the proje...",Chaube Homes Realty & Developer 
276,Godrej Greens,"3 BHK Flat for rent in Undri, Pune","₹16,200","+ Deposit ₹45,000",850 sqft,3 BHK ,"['3 Baths', 'East Facing']","Situated in undri pune, godrej greens is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 3 bhk apartment now available for rent. This flat consists of 3 bathrooms & 1 balcony in 850 sq.Ft. Carpet area. This property is constructed on 850 sq.Ft. You also get 1 covered parking inside the premises located on 12th of 17 floor. This is a rea...",Shivaay Realty 
277,Panchshil Towers,"3 BHK Flat for rent in Kharadi, Pune","₹78,000",+ Deposit 3 months rent,"2,836 sqft",3 BHK ,"['3 Baths', 'Private Garden']","Panchshil towers is a flagship project of panchshil realty. The project is located in pune,s eastern it corridor and offers a stunning urbanscape view. Proximity to the commercial hub provides a chance to strike a healthy work-Life balance. A true landmark of premium living in pune, these spacious residential towers meet global standards. Panchshil towers implements the best international pract...",Chaube Homes Realty & Developer 
278,Godrej Greens,"3 BHK Flat for rent in Undri, Pune","₹16,000","+ Deposit ₹45,000",900 sqft,3 BHK ,"['3 Baths', 'Full Power Backup']","Pune's most popular society godrej greens in undri offers 3 bhk apartment. The flat is close to school. This flat consists of 3 bathrooms & 2 balconies build in 900 sq.Ft. Carpet area. Flat is constructed on 900 sq.Ft. 1 covered parking available. Placed on 3rd of 17 floor in 1-5 years old tower. This is an unfurnished flat. Property is ready to be leased on any agreement type from sat, 16 mar ...",Shivaay Realty 
279,Panchshil Towers,"3 BHK Flat for rent in Kharadi, Pune","₹75,000",+ Deposit 3 months rent,"2,300 sqft",3 BHK ,"['3 Baths', 'East Facing']","Panchshil towers is a flagship project of panchshil realty. The project is located in pune,s eastern it corridor and offers a stunning urbanscape view. Proximity to the commercial hub provides a chance to strike a healthy work-Life balance. A true landmark of premium living in pune, these spacious residential towers meet global standards. Panchshil towers implements the best international pract...",Chaube Homes Realty & Developer 
280,Aryavedant Palm Springs,"2 BHK Flat for rent in Ravet, Pune","₹20,000","+ Deposit ₹60,000",960 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","2 bhk spacious flat with car parking, prime location of ravet opposite to reliance mall ravet brt road , near to all needy things ,city pride school , sb patil school Additional details : The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available. The society has dedicated security guards f...",A M Enterprises 
281,Jhamtani Ace Almighty,"2 BHK Flat for rent in Bhumkar Nagar, Pune","₹27,000","+ Deposit ₹85,000","1,170 sqft",2 BHK ,"['2 Baths', 'East Facing']","Situated in bhumkar nagar pune, jhamtani ace almighty is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1150 sq.Ft. Big 2 bhk apartment now available for rent. This flat consists of 2 bathrooms & 2 balconies build in 1150 sq.Ft. Super built-Up area. Flat is constructed on 1170 sq.Ft. You get an additional space of pooja room. 1 covered...",Sai Ganesh Property  
282,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi Phase 1, Pune","₹25,000","+ Deposit ₹60,000",687 sqft,1 BHK ,"['1 Baths', 'Full Power Backup']","This 1 bhk flat in hinjewadi phase 1 is available in paranjape blue ridge for rent, one of the most prominent projects for residential flats in pune. This 1 bhk flat comes with 1 bathroom set in 665 sq.Ft. Super built-Up usable area. This property is constructed on 687 sq.Ft. Extra space for pooja room. You also get 1 covered parking inside the premises located on 18th of 30 floor. This is a re...",Morya Properties 
283,Godrej Greens,"2 BHK Flat for rent in Undri, Pune","₹14,000","+ Deposit ₹30,000",588 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","A spacious 2 bhk flat for rent is available in undri in godrej greens, pune. This property is close to school. Property has 588 sq.Ft. Carpet area with 2 bathrooms & 1 balcony attached. The flat consists of 2 bedrooms, built on 588 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 17 floors and this property is situated on 2nd floor. Property is 1-5 years old...",Shivaay Realty 
284,Godrej Greens,"2 BHK Flat for rent in Undri, Pune","₹13,000","+ Deposit ₹35,000",640 sqft,2 BHK ,"['2 Baths', 'East Facing']","Find this 2 bhk apartment for rent in undri, pune. This 2 bhk apartment in godrej greens is situated in pune. Additionally, this property is in vicinity to important points of interest and is close to school. This flat consists of 2 bathrooms & 2 balconies in 640 sq.Ft. Carpet area. The flat consists of 2 bedrooms, built on 640 sq.Ft. Society provides 1 covered parking with this flat. The build...",Shivaay Realty 
285,Godrej Greens,"3 BHK Flat for rent in Undri, Pune","₹16,000","+ Deposit ₹45,000",738 sqft,3 BHK ,"['3 Baths', 'Full Power Backup']","A 3 bhk flat for rent in undri close to all basic civic amenities is available for just 16,000 in godrej greens, pune. This property is close to school. This 3 bhk flat comes with 3 bathrooms set in 738 sq.Ft. Carpet usable area. Flat is constructed on 738 sq.Ft. 1 covered parking available. Placed on 16th of 17 floor in 1-5 years old tower. It is an unfurnished property. Property is ready to b...",Shivaay Realty 
286,Godrej Greens,"3 BHK Flat for rent in Undri, Pune","₹17,000","+ Deposit ₹45,000",738 sqft,3 BHK ,"['3 Baths', 'Full Power Backup']","A spacious 3 bhk flat for rent is available in undri in godrej greens, pune. This property is close to school. This flat consists of 3 bathrooms & 1 balcony in 738 sq.Ft. Carpet area. The flat is built on 738 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 12th in a tower with 17 floors. This is a 1-5 years old society. It is a semi-Furnished property. ...",Shivaay Realty 
287,radhe,"3 BHK Flat for rent in Boat Club Road, Pune","₹65,000",+ Deposit 6 months rent,"2,500 sqft",3 BHK ,"['3 Baths', 'Furnished']","Luxurious apartment with living cum dining measuring 900 sqft , each room measuring 250 sq.Ft kitchen 180 sqft , servants room and store 150 sq.Ft , entrance lobby 75 sqft , 3 balconies , each 30 sqft and one big balcony 200 sqft , passages 150 sqft. Has 3 covered car parks Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs ...",Gaj Kesari Real Estates 
288,Malpani Greens,"3 BHK Flat for rent in Kaspate Vasti, Pune","₹40,000",+ Deposit 3 months rent,"1,310 sqft",3 BHK ,"['3 Baths', 'Full Power Backup']","A spacious 3 bhk flat for rent is available in kaspate vasti in malpani greens, pune. This 3 bhk flat comes with 3 bathrooms set in 1300 sq.Ft. Super built-Up usable area. Flat is constructed on 1310 sq.Ft. You get an additional space of pooja room. 1 covered parking available. Placed on 4th of 12 floor in 5-10 years old tower. This is a furnished flat. Already installed 1 ac, 1 chimney, 4 curt...",Sai Ganesh Property  
289,Vikram Midori Towers,"3 BHK Flat for rent in Pimple Nilakh, Pune","₹40,000","+ Deposit ₹100,000","1,500 sqft",3 BHK ,"['3 Baths', 'Full Power Backup']","A 3 bhk flat for rent in pimple nilakh close to all basic civic amenities is available for just 40,000 in vikram midori towers, pune. This 3 bhk flat comes with 3 bathrooms set in 1200 sq.Ft. Carpet usable area. This property is constructed on 1500 sq.Ft. You also get 1 covered parking inside the premises located on 9th of 13 floor. This is a ready to move property and it is 10 years old flat. ...",Prathmesh Real Estate 
290,Godrej Greens,"2 BHK Flat for rent in Undri, Pune","₹14,000","+ Deposit ₹35,000",640 sqft,2 BHK ,"['2 Baths', 'East Facing']","Godrej greens is the most preferred destination for renting flats in undri, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This property offers access to nearby landmarks and is close to school. Property has 640 sq.Ft. Carpet area with 2 bathrooms & 2 balconies attached. This flat is constructed on 640 sq.Ft. Area. This flat lies on the 3rd floor o...",Shivaay Realty 
291,K Raheja Vistas Premiere,"2 BHK Flat for rent in Mohammed Wadi, Pune","₹32,000","+ Deposit ₹100,000","1,100 sqft",2 BHK ,"['2 Baths', 'East Facing']","A spacious 2 bhk flat for rent is available in nibm in k raheja vistas premiere, pune.",KROWN ESTATES 
292,RK Lunkad Nisarg Akash,"3 BHK Flat for rent in Pimple Nilakh, Pune","₹30,000",+ Deposit ₹0,"1,000 sqft",3 BHK ,"['3 Baths', 'Full Power Backup']","Explore this amicable rk lunkad nisarg akash of pimple nilakh in pune ! Live in a 3 bhk flat for rent in pimple nilakh. Property has attached 3 bathrooms & 3 balconies with 3 rooms set in 900 sq.Ft. Carpet area. The flat consists of 3 bedrooms, built on 1000 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 7 floors and this property is situated on top floor....",Prathmesh Real Estate 
293,Nyati Ethos,"2 BHK Flat for rent in Undri, Pune","₹18,000",+ Deposit 3 months rent,"1,131 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","This lovely 2 bhk apartment for rent in undri is available in one of pune's most popular projects, nyati ethos. This property offers access to nearby landmarks and is close to school. This 2 bhk flat comes with 2 bathrooms set in 1100 sq.Ft. Super built-Up usable area. The flat consists of 2 bedrooms, built on 1131 sq.Ft. A separate space for study room is available in this flat. Society provid...",Sinhagad Reality 
294,Nyati Esteban 1,"2 BHK Flat for rent in Undri, Pune","₹32,000",+ Deposit 3 months rent,"1,300 sqft",2 BHK ,"['2 Baths', 'East Facing']","A spacious 2 bhk flat for rent is available in undri in nyati esteban 1, pune. This property offers access to nearby landmarks and is close to school. This flat consists of 2 bathrooms & 3 balconies build in 1200 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1300 sq.Ft. A separate space for study room is available in this flat. Society provides 1 covered parking with thi...",Sinhagad Reality 
295,Nyati Esteban 1,"3 BHK Flat for rent in Undri, Pune","₹37,999",+ Deposit 3 months rent,"2,200 sqft",3 BHK ,"['3 Baths', 'Full Power Backup']","This lovely 3 bhk apartment for rent in undri is available in one of pune's most popular projects, nyati esteban 1. Additionally, this property is in vicinity to important points of interest and is close to school. Property has attached 3 bathrooms & 3 balconies with 3 rooms set in 2000 sq.Ft. Super built-Up area. This flat is constructed on 2200 sq.Ft. Area. An independent servant room and stu...",Sinhagad Reality 
296,Bramhacorp F Residences,"2 BHK Flat for rent in Kalyani Nagar, Pune","₹37,000",+ Deposit 3 months rent,"1,201 sqft",2 BHK ,"['2 Baths', 'Private Garden']","This beautiful 2 bhk flat in kalyani nagar, pune is situated in bramhacorp f residences, one of the popular residential society in pune. This is a east-Facing property. The flat occupies a super built up area of 1150 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. The residential building has 22 floors in total and the flat for sale is located on the 7th floor. As the project i...",Chaube Homes Realty & Developer 
297,Bramhacorp F Residences,"3 BHK Flat for rent in Kalyani Nagar, Pune","₹48,000",+ Deposit 3 months rent,"1,486 sqft",3 BHK ,"['3 Baths', 'East Facing']","Fortaleza apartment is one of the most popular destination for buying apartments/ flats in kalyani nagar, pune. You too can be a part of this society by purchasing this 3 bhk flat here. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1800 sq.Ft. Of this 11 floors tall residential building. This 5-10 yea...",Chaube Homes Realty & Developer 
298,Kolte Patil Downtown Cheryl,"3 BHK Flat for rent in Tulaja Bhawani Nagar, Pune","₹40,000","+ Deposit ₹125,000","1,600 sqft",3 BHK ,"['3 Baths', 'East Facing']","Kolte patil downtown cheryl is the most preferred destination for renting flats in tulaja bhawani nagar, pune. A 3 bhk flat is now available for rent here. Don't miss to be a part of this community. This flat consists of 3 bathrooms & 2 balconies build in 1550 sq.Ft. Super built-Up area. The flat consists of 3 bedrooms, built on 1600 sq.Ft. A separate space for store room is available in this f...",VASTUBUYING REALTORS 
299,Nyati Elysia,"2 BHK Flat for rent in Kharadi, Pune","₹33,000","+ Deposit ₹100,000","1,300 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","Find this 2 bhk apartment for rent in kharadi, pune. This 2 bhk apartment in nyati elysia is situated in pune. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 1200 sq.Ft. Super built-Up area. This flat is constructed on 1300 sq.Ft. Area. An independent store room is available in this property. This flat lies on the 15th floor of a 31 storey building. Well maintained 1-5 years ...",VASTUBUYING REALTORS 
300,Pristine Prolife,"2 BHK Flat for rent in Shankar Kalat Nagar, Pune","₹29,000","+ Deposit ₹75,000","1,169 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","Pristine prolife is the most preferred destination for renting flats in shankar kalat nagar, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This 2 bhk flat comes with 2 bathrooms set in 1158 sq.Ft. Super built-Up usable area. The flat is built on 1169 sq.Ft. Area. This property has pooja room as well. Ease of access to 1 covered parking within soci...",Morya Properties 
301,Om The Island,"2 BHK Flat for rent in Shankar Kalat Nagar, Pune","₹27,000","+ Deposit ₹70,000","1,300 sqft",2 BHK ,"['2 Baths', 'East Facing']","Find this 2 bhk apartment for rent in shankar kalat nagar, pune. This 2 bhk apartment in om the island is situated in pune. This property offers access to nearby landmarks and is close to mall, close to highway, close to hospital and close to school. This 2 bhk flat comes with 2 bathrooms set in 1280 sq.Ft. Super built-Up usable area. This flat is constructed on 1300 sq.Ft. Area. This flat lies...",Morya Properties 
302,GK Vedanta,"2 BHK Flat for rent in Shankar Kalat Nagar, Pune","₹32,000","+ Deposit ₹90,000","1,250 sqft",2 BHK ,"['2 Baths', 'Air Conditioned']","This lovely 2 bhk apartment for rent in shankar kalat nagar is available in one of pune's most popular projects, gk vedanta. Property has 1050 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. Flat is constructed on 1250 sq.Ft. You get an additional space of pooja room. 1 covered parking available. 1 open parking available. Placed on 8th of 12 floor in 5-10 years old tower. Th...",SKY STAR REAL ESTATE 
303,Vertical Oriana,"2 BHK Flat for rent in Keshav Nagar, Pune","₹29,005","+ Deposit ₹87,000","1,235 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']",Explore this amicable vertical oriana of keshav nagar in pune ! Live in a 2 bhk flat for rent in keshav nagar spread over 1235 sq.Ft. This property offers access to nearby landmarks and is close to market. Property has 1235 sq.Ft. Super built-Up area with 2 bathrooms attached. Flat is constructed on 1235 sq.Ft. 1 covered parking available. Placed on 4th of 17 floor in 1-5 years old tower. This ...,www.Azuro 
