,name,location,rent,deposit,area,type,highlights,description,owner
57,Wakad Center Apartment,"2 BHK Flat for rent in Bhumkar Nagar, Pune","₹28,000","+ Deposit ₹80,000","1,110 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","A 2 bhk flat for rent in bhumkar nagar close to all basic civic amenities is available for just 28,000 in wakad center apartment, pune. This 2 bhk flat comes with 2 bathrooms set in 1100 sq.Ft. Super built-Up usable area. The flat is built on 1110 sq.Ft. Area. This property has pooja room as well. Ease of access to 1 covered parking within society. This flat is situated at 5th in a tower with 1...",Sai Ganesh Property  
58,Nyati Erica,"2 BHK Flat for rent in Undri, Pune","₹15,000",+ Deposit 3 months rent,"1,050 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']",Explore this amicable nyati erica of undri in pune ! Live in a 2 bhk flat for rent in undri spread over 1030 sq.Ft. This property offers access to nearby landmarks and is close to school. Property has attached 2 bathrooms & 3 balconies with 2 rooms set in 1030 sq.Ft. Super built-Up area. The flat is built on 1050 sq.Ft. Area. This property has study room as well. Ease of access to 1 covered par...,Sinhagad Reality 
59,Panchshil One North,"3 BHK Flat for rent in Hadapsar, Pune",₹1.35 Lac,"+ Deposit ₹400,000","3,300 sqft",3 BHK ,"['3 Baths', 'East Facing']","This lovely 3 bhk apartment for rent in hadapsar is available in one of pune's most popular projects, panchshil one north. Property has attached 3 bathrooms & 2 balconies with 3 rooms set in 3300 sq.Ft. Super built-Up area. The flat is built on 3300 sq.Ft. Area. Ease of access to 2 covered parking within society. This flat is situated at 6th in a tower with 22 floors. This is a 10+ years old so...",Suman Properties 
60,Neco Gardens,"2 BHK Flat for rent in Sakore Nagar, Pune","₹45,000","+ Deposit ₹100,000","1,100 sqft",2 BHK ,"['2 Baths', 'Fitness Center/ Gym']","Neco garden is located in viman nagar at a prime location and nearby to all major landmarks , the apartment comes fully furnished well maintained property.",Luxe Realty 
61,Amanora Trendy Homes,"2 BHK Flat for rent in Hadapsar, Pune","₹34,500","+ Deposit ₹103,500",657 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","Explore this amicable amanora trendy homes of hadapsar in pune ! Live in a 2 bhk flat for rent in hadapsar. This property is close to school, close to hospital, close to market and close to railway station. This flat consists of 2 bathrooms & 1 balcony build in 657 sq.Ft. Carpet area. The flat is built on 657 sq.Ft. Area. Ease of access to 1 covered parking and 1 open parking within society. Th...",Suman Properties 
62,Godrej Horizon,"2 BHK Flat for rent in Undri, Pune","₹17,500",+ Deposit 3 months rent,"1,137 sqft",2 BHK ,"['2 Baths', 'East Facing']","Godrej horizon is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in undri with 1120 sq.Ft., is your opportunity to be a part of this community. Additionally, this property is in vicinity to important points of interest and is close to school. Property has attached 2 bathrooms & 3 balconies with 2 rooms set in 1120 sq.Ft. Super built-Up area. This ...",Sinhagad Reality 
63,Godrej Horizon,"3 BHK Flat for rent in Undri, Pune","₹25,000",+ Deposit 3 months rent,"1,623 sqft",3 BHK ,"['3 Baths', 'East Facing']","Godrej horizon is one of pune's most sought after destination for residential flats and this 3 bhk flat for rent in undri with 1580 sq.Ft., is your opportunity to be a part of this community. Additionally, this property is in vicinity to important points of interest and is close to school. This flat consists of 3 bathrooms & 3 balconies build in 1580 sq.Ft. Super built-Up area. This property is...",Sinhagad Reality 
64,Godrej Horizon,"3 BHK Flat for rent in Undri, Pune","₹38,000",+ Deposit 3 months rent,"1,650 sqft",3 BHK ,"['3 Baths', 'East Facing']","A 3 bhk flat for rent in undri close to all basic civic amenities is available for just 38,000 in godrej horizon, pune. This property is close to school. This 3 bhk flat comes with 3 bathrooms set in 1590 sq.Ft. Super built-Up usable area. This flat is constructed on 1650 sq.Ft. Area. An independent study room is available in this property. This flat lies on the 5th floor of a 12 storey buildin...",Sinhagad Reality 
65,Nyati Esteban 1,"3 BHK Flat for rent in Undri, Pune","₹45,000",+ Deposit 3 months rent,"2,100 sqft",3 BHK ,"['3 Baths', 'East Facing']","Find this 3 bhk apartment for rent in undri, pune. This 3 bhk apartment in nyati esteban 1 is situated in pune. The flat is close to school. This 3 bhk flat comes with 3 bathrooms set in 2000 sq.Ft. Super built-Up usable area. This flat is constructed on 2100 sq.Ft. Area. An independent study room is available in this property. This flat lies on the 8th floor of a 11 storey building. Well maint...",Sinhagad Reality 
66,Amanora Metro Towers,"1 BHK Flat for rent in Hadapsar, Pune","₹26,000","+ Deposit ₹78,000",480 sqft,1 BHK ,"['1 Baths', 'East Facing']","Find this 1 bhk apartment for rent in hadapsar, pune. This 1 bhk apartment in amanora metro towers is situated in pune. The flat is close to school, close to hospital, close to market and close to railway station. This 1 bhk flat comes with 1 bathroom set in 480 sq.Ft. Carpet usable area. This flat is constructed on 480 sq.Ft. Area. Parking available: 1 covered parking & 1 open parking. This fl...",Suman Properties 
67,Sai Eshanya,"2 BHK Flat for rent in Balewadi, Pune","₹31,000","+ Deposit ₹90,000","1,228 sqft",2 BHK ,"['2 Baths', 'Private Garden']","A spacious 2 bhk semi furnishad flat available for rent in, sai eshanya society,huge living and dining spacious bedrooms & bathroom. Vibrant society with active members across all generations with all festivals celebrated in grand manner. Very decent and peaceful location.Bungalow with all amenities, club gym, swimming pool children play area, & lots of more amenities nicely ventilated. Additio...",Home Finder Realty 
68,Panchshil Towers,"3 BHK Flat for rent in Kharadi, Pune","₹85,000","+ Deposit ₹250,000","1,850 sqft",3 BHK ,"['3 Baths', 'Private Garden']","This 3 bhk flat in kharadi is available in panchshil towers for rent, one of the most prominent projects for residential flats in pune. This flat consists of 3 bathrooms & 2 balconies in 1850 sq.Ft. Carpet area. Flat is constructed on 1850 sq.Ft. You get an additional space of servant room. 2 covered parking available. Placed on 12th of 32 floor in 1-5 years old tower. This is an unfurnished fl...",PropMart Realtors 
69,Panchshil Towers,"3 BHK Flat for rent in Kharadi, Pune","₹95,000","+ Deposit ₹300,000","2,950 sqft",3 BHK ,"['3 Baths', 'East Facing']",Explore this amicable panchshil towers of kharadi in pune ! Live in a 3 bhk flat for rent in kharadi. Property has 1850 sq.Ft. Carpet area with 3 bathrooms & 2 balconies attached. This property is constructed on 2950 sq.Ft. Extra space for store room. You also get 2 covered parking inside the premises located on 21st of 32 floor. This is a ready to move property and it is 1-5 years old flat. Un...,PropMart Realtors 
70,Nahar F Residences,"2 BHK Flat for rent in Balewadi, Pune","₹35,000","+ Deposit ₹105,000","1,056 sqft",2 BHK ,"['2 Baths', 'Private Garden']","A spacious 2 bhk semi furnishad flat available for rent in,nahar f residences balewadi,huge living and dining spacious bedrooms & bathroom. Vibrant society with active members across all generations with all festivals celebrated in grand manner. Very decent and peaceful location.Flat with all amenities, club gym, swimming pool children play area, & lots of more amenities nicely ventilated. Addi...",Home Finder Realty 
71,Park Express Baner,"2 BHK Flat for rent in Baner, Pune","₹28,000","+ Deposit ₹90,000","1,195 sqft",2 BHK ,"['2 Baths', 'Private Garden']","A spacious 2 bhk semi furnishad flat available for rent in, park express balewadi nr,balewadi phata,huge living and dining spacious bedrooms & bathroom. Vibrant society with active members across all generations with all festivals celebrated in grand manner. Very decent and peaceful location.Bungalow with all amenities, club gym, swimming pool children play area, & lots of more amenities nicely...",Home Finder Realty 
72,Nyati Ethos,"2 BHK Flat for rent in Undri, Pune","₹17,000",+ Deposit 3 months rent,"1,131 sqft",2 BHK ,"['2 Baths', 'East Facing']","Situated in undri pune, nyati ethos is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1120 sq.Ft. Big 2 bhk apartment now available for rent. This property offers access to nearby landmarks and is close to school. This 2 bhk flat comes with 2 bathrooms set in 1120 sq.Ft. Super built-Up usable area. This flat is constructed on 1131 sq.F...",Sinhagad Reality 
73,Nyati Ebony,"2 BHK Flat for rent in Mohammed Wadi, Pune","₹15,500",+ Deposit 3 months rent,"1,100 sqft",2 BHK ,"['2 Baths', 'East Facing']",Explore this amicable nyati ebony of mohammed wadi in pune ! Live in a 2 bhk flat for rent in mohammed wadi spread over 1080 sq.Ft. The flat is close to school. This flat consists of 2 bathrooms & 3 balconies in 1080 sq.Ft. Super built-Up area. This flat is constructed on 1100 sq.Ft. Area. An independent study room is available in this property. This flat lies on the 10th floor of a 13 storey b...,Sinhagad Reality 
74,Godrej Horizon,"3 BHK Flat for rent in Undri, Pune","₹25,000",+ Deposit 3 months rent,"1,619 sqft",3 BHK ,"['3 Baths', 'East Facing']","This 3 bhk flat in undri is available in godrej horizon for rent, one of the most prominent projects for residential flats in pune. This property offers access to nearby landmarks and is close to school. This flat consists of 3 bathrooms & 3 balconies in 1610 sq.Ft. Super built-Up area. This flat is constructed on 1619 sq.Ft. Area. An independent study room is available in this property. This f...",Sinhagad Reality 
75,Shreyas Palladium Grand,"2 BHK Flat for rent in Dhanori, Pune","₹23,000",+ Deposit 3 months rent,780 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']",East facing semi furnished flat with modular kitchen well maintain society all amenities are there immediate available for rent Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available. There is also a separate washroom...,Skylink Properties 
76,Nyati Evara,"2 BHK Flat for rent in NIBM, Pune","₹22,000",+ Deposit 3 months rent,"1,081 sqft",2 BHK ,"['2 Baths', 'Private Garden']","Nyati evara, situated in the lush green vicinity of nyati county, a neighborhood of gated communities. It is located in the well-Connected suburb of undri, pune, nestled amidst quiet and beautiful surroundings. A project that beautifully integrates all aspects of luxury, elegance, value and comfort in its 2 & 3 rhk apartments. Additional details : Piped gas facility is available in the property...",SS Property Junction 
77,Nyati Ebony,"2 BHK Flat for rent in Mohammed Wadi, Pune","₹14,501",+ Deposit 3 months rent,"1,100 sqft",2 BHK ,"['2 Baths', 'Private Garden']","Nyati ebony undri, pune is one of the most famous residential society by nyati group. Masterly planned across 2 acres of land, this amazing society comprises of 94 cozy 2 & 3 bhk flats well-Spread across 2 robustly constructed towers. The flats are variably sized from 935 sqft to 2163 sqft and the price list of nyati ebony apartments lies within rs. 51.0 lacs - 51.5 lacs. Project details Nyati ...",SS Property Junction 
78,Dinesh Complex Viman Nagar.,"2 BHK Flat for rent in Viman Nagar, Pune","₹30,000","+ Deposit ₹90,000","1,100 sqft",2 BHK ,"['2 Baths', 'East Facing']","2bhk flat for rent in dinesh complex society, viman viman nagar,pune.
It is at 5 minutes walking distance from symbiosis college and symbiosis international school,tasmac, isbm, phoniex/inorbit mall. 5 mins driving distance from kalyaninagar, koregaonpark,magapatta, kharadi. Close to airport.",Akshay Enterprises 
79,Ratan Prestige Kharadi.,"2 BHK Flat for rent in Kharadi, Pune","₹32,000","+ Deposit ₹90,000","1,060 sqft",2 BHK ,"['2 Baths', 'East Facing']","Situated in kharadi pune, ratan prestige kharadi. Is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1060 sq.Ft. Big 2 bhk apartment now available for rent. This flat consists of 2 bathrooms & 1 balcony in 1060 sq.Ft. Super built-Up area. The flat is built on 1060 sq.Ft. Area. Ease of access to 1 covered parking within society. This fla...",Akshay Enterprises 
80,Everglades Apartment,"2 BHK Flat for rent in Kharadi, Pune","₹29,000","+ Deposit ₹85,000","1,000 sqft",2 BHK ,"['2 Baths', 'East Facing']",Explore this amicable everglades apartment of kharadi in pune ! Live in a 2 bhk flat for rent in kharadi spread over 1000 sq.Ft. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 1000 sq.Ft. Super built-Up area. This property is constructed on 1000 sq.Ft. You also get 1 covered parking inside the premises located on 3rd of 8 floor. This is a ready to move property and it is 10+ ...,Akshay Enterprises 
81,Rohanmithila,"2 BHK Flat for rent in Viman Nagar, Pune","₹42,000","+ Deposit ₹120,000","1,150 sqft",2 BHK ,"['2 Baths', 'East Facing']","This lovely 2 bhk apartment for rent in viman nagar is available in one of pune's most popular projects, rohanmithila. This flat consists of 2 bathrooms & 1 balcony build in 1150 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1150 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 6 floors and this property is situated on 1st floor. Prop...",Akshay Enterprises 
82,Gulmohar Paradise Apartment Viman Nagar.,"2 BHK Flat for rent in Viman Nagar, Pune","₹28,000","+ Deposit ₹75,000","1,030 sqft",2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in viman nagar is available in gulmohar paradise apartment viman nagar. For rent, one of the most prominent projects for residential flats in pune. Property has 1030 sq.Ft. Super built-Up area with 2 bathrooms & 1 balcony attached. The flat is built on 1030 sq.Ft. Area. Ease of access to 1 open parking within society. This flat is situated at 2nd in a tower with 4 floors. This i...",Akshay Enterprises 
83,Kolte Patil Life Republic,"1 BHK Flat for rent in Hinjewadi, Pune","₹16,499","+ Deposit ₹40,000",410 sqft,1 BHK ,"['1 Baths', 'Gated Society']","Available 1 bhk flat for rent in life republic township.Society amenities swimming pool,gym,garden,club house . Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available. There is also a separate washroom for domestic he...",Homedeal Realty India 
84,Kolte Patil Life Republic,"1 BHK Flat for rent in Hinjewadi, Pune","₹16,501","+ Deposit ₹45,000",452 sqft,1 BHK ,"['1 Baths', 'Gated Society']",Available 1 bhk flat for rent in life republic township . Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available. There is also a separate washroom for domestic help. The society has dedicated security guards for ever...,Homedeal Realty India 
85,Tuscan Estate Signature Meadows,"3 BHK Flat for rent in Kharadi, Pune","₹51,000","+ Deposit ₹150,000","2,120 sqft",3 BHK ,"['3 Baths', 'East Facing']","Situated in kharadi pune, tuscan estate signature meadows is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 3 bhk apartment now available for rent. This flat consists of 3 bathrooms & 2 balconies build in 1750 sq.Ft. Carpet area. Flat is constructed on 2120 sq.Ft. 2 covered parking available. Placed on 10th of 22 floor in 1-5 years old...",PropMart Realtors 
86,Shree Bal Kapil Aasmant,"3 BHK Flat for rent in Sutarwadi, Pune","₹32,000",+ Deposit 3 months rent,"1,550 sqft",3 BHK ,"['3 Baths', 'East Facing']","Find this 3 bhk apartment for rent in sutarwadi, pune. This 3 bhk apartment in shree bal kapil aasmant is situated in pune. The flat is close to school, close to hospital and close to market. This 3 bhk flat comes with 3 bathrooms set in 1500 sq.Ft. Super built-Up usable area. This property is constructed on 1550 sq.Ft. You also get 2 covered parking inside the premises located on 9th of 12 flo...",Om sai real estate 
87,Goel Ganga Glitz,"2 BHK Flat for rent in NIBM, Pune","₹18,000",+ Deposit 3 months rent,"1,230 sqft",2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in nibm is available in goel ganga glitz for rent, one of the most prominent projects for residential flats in pune. This property offers access to nearby landmarks and is close to school. Property has 1150 sq.Ft. Super built-Up area with 2 bathrooms & 3 balconies attached. This flat is constructed on 1230 sq.Ft. Area. An independent study room is available in this property. Thi...",Sinhagad Reality 
88,Gera World of Joy,"3 BHK Flat for rent in Kharadi, Pune","₹42,000","+ Deposit ₹150,000","1,200 sqft",3 BHK ,"['2 Baths', 'Full Power Backup']","2bhk duplex furnished flat gera world of joy of kharadi in pune ! Live in a 2 bhk flat for rent in kharadi spread over 1100 sq.Ft. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 1100 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1200 sq.Ft. A separate space for store room is available in this flat. Society provides 1 covered parking with this flat. T...",VASTUBUYING REALTORS 
89,Nyati Evara,"2 BHK Flat for rent in NIBM, Pune","₹17,500","+ Deposit ₹50,000","1,081 sqft",2 BHK ,"['2 Baths', 'Private Garden']","One of excellent society near mohmmad wadi and undri area, all amenities and facilities are there in the society, excellent place for school, horel, resort and other benefices too, specious rooms and bathrooms.. Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the ...",SS Property Junction 
90,Divya Heights Chs,"2 BHK Flat for rent in Kokane Mala, Pune","₹30,000","+ Deposit ₹120,000","1,215 sqft",2 BHK ,"['2 Baths', 'East Facing']","Divya heights chs is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in pimple saudagar with 1110 sq.Ft., is your opportunity to be a part of this community. Property has been built with latest feature like piped-Gas, internet/wi-Fi connectivity, power back-Up, reserved parking and intercom facility. Swimming pool, water softening plant, security p...",The Pinnacle Properties 
91,Pride Purple Park Ivory,"2 BHK Flat for rent in Wakad, Pune","₹32,000","+ Deposit ₹100,000","1,150 sqft",2 BHK ,"['2 Baths', 'East Facing']","Brand new flat available for rent in pride purple park ivory is the most preferred destination for renting flats in wakad, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. Electricity & water charges are excluded. You will also get all modern property feature like piped-Gas, power back-Up, reserved parking and intercom facility. This place is equippe...",The Pinnacle Properties 
92,Nyati Esteban 1,"4 BHK Flat for rent in Undri, Pune","₹45,000","+ Deposit ₹120,000","2,250 sqft",4 BHK ,"['4 Baths', 'East Facing']",3.5bhk semi furnished nyati esteban rent,KROWN ESTATES 
93,Darvesh Insignia Brooklands,"3 Bedroom House for rent in Undri, Pune","₹39,000","+ Deposit ₹120,000","2,000 sqft",3 BHK ,"['4 Baths', 'East Facing']",3.5bhk row house brookland insignia undri,KROWN ESTATES 
94,Pride World City,"3 BHK Flat for rent in Lohegaon, Pune","₹30,000","+ Deposit ₹50,000","1,050 sqft",3 BHK ,"['3 Baths', 'Full Power Backup']",East facing semi furnished flat with modular kitchen well maintain society all amenities are there immediate available for rent Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available. There is also a separate washroom...,Skylink Properties 
95,Amanora Adreno Towers,"1 BHK Flat for rent in Hadapsar, Pune","₹30,000","+ Deposit ₹90,000",650 sqft,1 BHK ,"['1 Baths', 'Full Power Backup']","A 1 bhk flat for rent in hadapsar close to all basic civic amenities is available for just 30,000 in amanora adreno towers, pune. The flat is close to school, close to hospital, close to market and close to railway station. This flat consists of 1 bathroom & 1 balcony build in 650 sq.Ft. Super built-Up area. The flat consists of 1 bedroom, built on 650 sq.Ft. The building has a total of 32 floo...",Suman Properties 
96,Amanora Trendy Homes,"2 BHK Flat for rent in Hadapsar, Pune","₹34,000","+ Deposit ₹102,000",657 sqft,2 BHK ,"['2 Baths', 'Gated Society']","Situated in hadapsar pune, amanora trendy homes is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. This flat consists of 2 bathrooms & 2 balconies in 657 sq.Ft. Carpet area. This flat is constructed on 657 sq.Ft. Area. Parking available: 1 covered parking & 1 open parking. This flat lies on the 21...",Suman Properties 
97,Nyati Eternity,"2 BHK Flat for rent in NIBM, Pune","₹17,500",+ Deposit 3 months rent,"1,170 sqft",2 BHK ,"['2 Baths', 'East Facing']","Nyati eternity is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in nibm with 1156 sq.Ft., is your opportunity to be a part of this community. Additionally, this property is in vicinity to important points of interest and is close to school. Property has 1156 sq.Ft. Super built-Up area with 2 bathrooms & 3 balconies attached. Flat is constructed o...",Sinhagad Reality 
98,Alkasa Chs,"2 BHK Flat for rent in Mohammed Wadi, Pune","₹25,000","+ Deposit ₹90,000","1,170 sqft",2 BHK ,"['2 Baths', 'East Facing']","Furnished flat is available for rent at alkasa society, 7 km distance from magarpatta city, south gate. All the amenities like gym , club house, swimming pool, children play area, garden available in the society.Flat is furnished with sofa, bed, fridge, washing machine, wardrobes, gas pipeline, modular kitchen with chimney, tv. Etc.
Corporation water available.",Heritage Properties  
99,Nyati Estate,"3 BHK Flat for rent in Undri, Pune","₹22,500",+ Deposit 3 months rent,"1,495 sqft",3 BHK ,"['2 Baths', 'East Facing']",Explore this amicable nyati estate of undri in pune ! Live in a 3 bhk flat for rent in undri spread over 1430 sq.Ft. This property is close to school. This flat consists of 2 bathrooms & 3 balconies in 1430 sq.Ft. Super built-Up area. The flat is built on 1495 sq.Ft. Area. This property has study room as well. Ease of access to 1 covered parking within society. This flat is situated at 3rd in a...,Sinhagad Reality 
100,Nyati Iris,"2 BHK Flat for rent in NIBM, Pune","₹18,000",+ Deposit 3 months rent,"1,130 sqft",2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in nibm is available in nyati iris for rent, one of the most prominent projects for residential flats in pune. This property offers access to nearby landmarks and is close to school. This 2 bhk flat comes with 2 bathrooms set in 1080 sq.Ft. Super built-Up usable area. This flat is constructed on 1130 sq.Ft. Area. An independent study room is available in this property. This flat...",Sinhagad Reality 
101,Kolte Patil 24K Opula,"4 BHK Flat for rent in Pimple Nilakh, Pune",₹7.65 Lac,"+ Deposit ₹250,000","2,317 sqft",4 BHK ,"['4 Baths', 'Full Power Backup']","This 4 bhk flat in pimple nilakh is available in kolte patil 24k opula for rent, one of the most prominent projects for residential flats in pune. This 4 bhk flat comes with 4 bathrooms set in 1820 sq.Ft. Carpet usable area. The flat consists of 4 bedrooms, built on 2317 sq.Ft. Society provides 2 covered parking with this flat. The building has a total of 20 floors and this property is situated...",Prathmesh Real Estate 
102,Kolte Patil 24K Atria,"4 BHK Flat for rent in Pimple Nilakh, Pune",₹1.5 Lac,"+ Deposit ₹600,000","2,700 sqft",4 BHK ,"['4 Baths', 'Full Power Backup']","A 4 bhk flat for rent in pimple nilakh close to all basic civic amenities is available for just 1.5 lac in kolte patil 24k atria, pune. This 4 bhk flat comes with 4 bathrooms set in 2700 sq.Ft. Carpet usable area. The flat is built on 2700 sq.Ft. Area. This property has study room as well. Ease of access to 3 covered parking within society. This flat is situated at 8th in a tower with 18 floors...",Prathmesh Real Estate 
103,Nyati Esteban 1,"2 BHK Flat for rent in Undri, Pune","₹32,000",+ Deposit 3 months rent,"1,350 sqft",2 BHK ,"['2 Baths', 'East Facing']","Pune's most popular society nyati esteban 1 in undri offers 2 bhk apartment. Additionally, this property is in vicinity to important points of interest and is close to school. Property has attached 2 bathrooms & 3 balconies with 2 rooms set in 1200 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1350 sq.Ft. A separate space for study room is available in this flat. Society...",Sinhagad Reality 
104,Rohan Tarang,"2 BHK Flat for rent in Wakad, Pune","₹29,000","+ Deposit ₹70,000","1,248 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","A spacious 2 bhk flat for rent is available in wakad in rohan tarang, pune. Additionally, this property is in vicinity to important points of interest and is close to metro station, close to school, close to hospital and close to market. This flat consists of 2 bathrooms & 2 balconies build in 1240 sq.Ft. Super built-Up area. This flat is constructed on 1248 sq.Ft. Area. This flat lies on the 5...",Sai Real Estate and Consultant 
105,Kolte Patil Life Republic,"1 BHK Flat for rent in Hinjewadi, Pune","₹16,501",+ Deposit 3 months rent,457 sqft,1 BHK ,"['1 Baths', 'Hinjewadi  Nearby']",Brand new flat available in life republic marunji hinjewadi pune 1bhk available in r6 and r3 sector 1bhk nice view Basic fitting and kitchen trolley available Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available. Th...,aarvi properties  
106,Sagar Waters Edge,"4 BHK Flat for rent in Pimple Nilakh, Pune",₹1 Lac,"+ Deposit ₹400,000","2,500 sqft",4 BHK ,"['4 Baths', 'East Facing']","Situated in pimple nilakh pune, sagar waters edge is a well planned, ready to move society that offers a pleasant living experience to its residents. The flat will be available from thu, 15 feb 2024 for family on any agreement type with a notice of 1 month for a duration of 22 months. Electricity & water charges are excluded. This flat has all latest feature like feng shui / vaastu compliant, p...",The Pinnacle Properties 
107,Shapoorji Joyville,"2 BHK Flat for rent in Hinjewadi, Pune","₹24,009","+ Deposit ₹72,000",690 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","Find this 2 bhk apartment for rent in hinjewadi, pune. This 2 bhk apartment in shapoorji joyville is situated in pune. Additionally, this property is in vicinity to important points of interest and is close to market. This flat consists of 2 bathrooms build in 690 sq.Ft. Super built-Up area. Flat is constructed on 690 sq.Ft. 1 covered parking available. Placed on 4th of 18 floor in 1-5 years ol...",www.Azuro 
108,Purva Silversands,"1 BHK Flat for rent in Keshav Nagar, Pune","₹18,008","+ Deposit ₹54,000",553 sqft,1 BHK ,"['1 Baths', 'Full Power Backup']","Find this 1 bhk apartment for rent in keshav nagar, pune. This 1 bhk apartment in purva silversands is situated in pune. This property offers access to nearby landmarks and is close to market. Property has attached 1 bathroom with 1 room set in 553 sq.Ft. Super built-Up area. The flat consists of 1 bedroom, built on 553 sq.Ft. Society provides 1 covered parking with this flat. The building has ...",www.Azuro 
109,Purva Silversands,"2 BHK Flat for rent in Keshav Nagar, Pune","₹25,009","+ Deposit ₹75,000",900 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","Situated in keshav nagar pune, purva silversands is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 900 sq.Ft. Big 2 bhk apartment now available for rent. The flat is close to market. This flat consists of 2 bathrooms build in 900 sq.Ft. Super built-Up area. The flat is built on 900 sq.Ft. Area. Ease of access to 1 covered parking withi...",www.Azuro 
110,Vertical Oriana,"2 BHK Flat for rent in Keshav Nagar, Pune","₹28,003","+ Deposit ₹84,000","1,170 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","Situated in keshav nagar pune, vertical oriana is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1170 sq.Ft. Big 2 bhk apartment now available for rent. Property has attached 2 bathrooms with 2 rooms set in 1170 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1170 sq.Ft. Society provides 1 covered parking with thi...",www.Azuro 
111,Rohan Abhilasha,"1 BHK Flat for rent in Wagholi, Pune","₹15,000","+ Deposit ₹30,000",430 sqft,1 BHK ,"['1 Baths', 'East Facing']","A spacious 1 bhk flat for rent is available in wagholi in rohan abhilasha, pune. Property has 430 sq.Ft. Carpet area with 1 bathroom & 1 balcony attached. The flat consists of 1 bedroom, built on 430 sq.Ft. A separate space for others is available in this flat. Society provides 1 covered parking with this flat. The building has a total of 13 floors and this property is situated on 6th floor. Pr...",M/S Sai Homes 1 
112,Shroff Signature Heights,"2 BHK Flat for rent in Wakad, Pune","₹23,000","+ Deposit ₹70,000","1,100 sqft",2 BHK ,"['2 Baths', 'indira Nearby']",Want to rent out 2bhk flat in signature heights.Flat has 2 balcony and 1 reserved car parking. Basic market is on walk able distance.It park is near by project. Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Full power backup is available. The...,Magic Homes 
113,Mittal Silver Crescent,"2 BHK Flat for rent in Raghavendra Nagar, Pune","₹38,000",+ Deposit 2 months rent,"1,200 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","Find this 2 bhk apartment for rent in raghavendra nagar, pune. This 2 bhk apartment in mittal silver crescent is situated in pune. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 850 sq.Ft. Carpet area. This property is constructed on 1200 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 6th of 9 floor. This is a ready to move proper...",FORTUNE REALTY SOLUTIONS
114,Kolte Patil Downtown Langston,"2 BHK Flat for rent in Kharadi, Pune","₹33,000",+ Deposit 3 months rent,820 sqft,2 BHK ,"['2 Baths', 'Full Power Backup']","Kolte patil downtown langston is the most preferred destination for renting flats in kharadi, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This 2 bhk flat comes with 2 bathrooms set in 820 sq.Ft. Carpet usable area. This property is constructed on 820 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 7th...",FORTUNE REALTY SOLUTIONS
