,name,location,rent,deposit,area,type,highlights,description,owner
103,Nyati Elysia,"2 BHK Flat for rent in Kharadi, Pune","₹30,000",,900 sqft,2 BHK ,"['2 Baths', 'Private Garden']","This lovely 2 bhk apartment for rent in kharadi is available in one of pune's most popular projects, nyati elysia. This flat consists of 2 bathrooms & 2 balconies build in 900 sq.Ft. Carpet area. Flat is constructed on 900 sq.Ft. You get an additional space of others. 1 covered parking available. 1 open parking available. Placed on 15th of 31 floor in 1-5 years old tower. This is an unfurnished...",PW Realty 
104,Majestique City,"2 BHK Flat for rent in Wagholi, Pune","₹17,000",+ Deposit 3 months rent,950 sqft,2 BHK ,"['2 Baths', 'North Facing']","Majestique city is the most preferred destination for renting flats in wagholi, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This flat consists of 2 bathrooms & 3 balconies build in 850 sq.Ft. Super built-Up area. This property is constructed on 950 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 2nd o...",anil jadhav 
105,Magarpatta Annex,"2 BHK Flat for rent in Magarpatta, Pune","₹28,000",+ Deposit 2 months rent,"1,100 sqft",2 BHK ,"['2 Baths', 'East Facing']","Explore this amicable magarpatta annex of magarpatta in pune ! Live in a 2 bhk flat for rent in magarpatta spread over 900 sq.Ft. This flat consists of 2 bathrooms & 1 balcony build in 900 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1100 sq.Ft. A separate space for store room is available in this flat. Society provides 1 covered parking with this flat. The building has...",Vinayak Property 
106,Spring Valley Magarpatta,"3 BHK Flat for rent in Magarpatta, Pune","₹45,000",+ Deposit 2 months rent,"1,800 sqft",3 BHK ,"['3 Baths', 'East Facing']",Pune's most popular society spring valley magarpatta in magarpatta offers 3 bhk apartment. This flat consists of 3 bathrooms & 2 balconies in 1500 sq.Ft. Super built-Up area. This property is constructed on 1800 sq.Ft. Extra space for store room. You also get 1 covered parking inside the premises located on 15th of 33 floor. This is a ready to move property and it is 5-10 years old flat. This i...,Vinayak Property 
107,Spring Valley Magarpatta,"2 BHK Flat for rent in Magarpatta, Pune","₹32,000",+ Deposit 2 months rent,"1,600 sqft",2 BHK ,"['2 Baths', 'East Facing']","A spacious 2 bhk flat for rent is available in magarpatta in spring valley magarpatta, pune. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 1200 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1600 sq.Ft. A separate space for store room is available in this flat. Society provides 1 covered parking with this flat. The building has a total of 12 floors and...",Vinayak Property 
108,Magarpatta Cosmos Apartment,"3 BHK Flat for rent in Hadapsar, Pune","₹55,000",+ Deposit 2 months rent,"1,600 sqft",3 BHK ,"['3 Baths', 'East Facing']","This lovely 3 bhk apartment for rent in hadapsar is available in one of pune's most popular projects, magarpatta cosmos apartment. Property has 1450 sq.Ft. Super built-Up area with 3 bathrooms & 2 balconies attached. This flat is constructed on 1600 sq.Ft. Area. An independent store room is available in this property. This flat lies on the 14th floor of a 32 storey building. Well maintained 5-1...",Vinayak Property 
109,Goel Ganga Aria,"2 BHK Flat for rent in Dhanori, Pune","₹24,000","+ Deposit ₹50,000",960 sqft,2 BHK ,"['2 Baths', 'East Facing']","Pune's most popular society goel ganga aria in dhanori offers 2 bhk apartment. This property offers access to nearby landmarks and is close to market, close to mall and . Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 950 sq.Ft. Super built-Up area. This property is constructed on 960 sq.Ft. Extra space for pooja room. You also get 1 covered parking inside the premises loca...",A1 Realties 
110,Anandtara Siliconbay,"3 BHK Flat for rent in Kalyani Nagar, Pune","₹50,000",+ Deposit 3 months rent,"1,501 sqft",3 BHK ,"['3 Baths', 'Fresh Construction']","Situated in kalyani nagar pune, anandtara siliconbay is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 3 bhk apartment now available for rent. Property has attached 3 bathrooms & 2 balconies with 3 rooms set in 1200 sq.Ft. Carpet area. Flat is constructed on 1501 sq.Ft. 1 covered parking available. Placed on 7th of 12 floor in 0-1 year...",Homebox Realtors  
111,BA Vermont,"3 BHK Flat for rent in Wagholi, Pune","₹30,000",+ Deposit 3 months rent,"1,434 sqft",3 BHK ,"['3 Baths', 'East Facing']","Situated in wagholi pune, ba vermont is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1150 sq.Ft. Big 3 bhk apartment now available for rent. Property has attached 3 bathrooms & 2 balconies with 3 rooms set in 1150 sq.Ft. Super built-Up area. The flat consists of 3 bedrooms, built on 1434 sq.Ft. A separate space for others is availabl...",anil jadhav 
112,Deshpande Windmill Village,"3 Bedroom House for rent in Bavdhan, Pune","₹52,000","+ Deposit ₹200,000","4,000 sqft",3 BHK ,"['3 Baths', 'East Facing']",3bhk bunglow available for rent bavdhan windmill bunglow society,connex real estate 
113,Shri Siddheshwar Leisure Apartment,"3 BHK Flat for rent in Bavdhan, Pune","₹35,000","+ Deposit ₹90,000","1,200 sqft",3 BHK ,"['3 Baths', 'East Facing']",Explore this amicable shri siddheshwar leisure apartment of bavdhan in pune ! Live in a 3 bhk flat for rent in bavdhan. Property has attached 3 bathrooms & 2 balconies with 3 rooms set in 1200 sq.Ft. Carpet area. The flat is built on 1200 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 6th in a tower with 10 floors. This is a 10+ years old society. This...,connex real estate 
114,Mittal Sun Grandeur,"2 BHK Flat for rent in Patil Nagar, Pune","₹31,000","+ Deposit ₹60,000",950 sqft,2 BHK ,"['2 Baths', 'East Facing']",2bhk semi furnished flat available for rent bavdhan patil nagar,connex real estate 
115,Goel Ganga Legend County,"2 BHK Flat for rent in Bavdhan, Pune","₹28,000","+ Deposit ₹65,000",800 sqft,2 BHK ,"['2 Baths', 'East Facing']","Goel ganga legend county is the most preferred destination for renting flats in bavdhan, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This 2 bhk flat comes with 2 bathrooms set in 800 sq.Ft. Carpet usable area. Flat is constructed on 800 sq.Ft. 1 covered parking available. Placed on 6th of 23 floor in 1-5 years old tower. It is an unfurnished pro...",connex real estate 
116,Yash Vastu Parkland,"2 BHK Flat for rent in Ghorpadi, Pune","₹35,500","+ Deposit ₹85,000","1,210 sqft",2 BHK ,"['East Facing', 'Full Power Backup']","2bhk fully furnished flat available on rent in parkland homes society. Spread over an area of 6.29 acres, it has 3 towers, with 14 floors each and 212 units on offer. With all the modern amenities available such as solar water heating, terrace garden, piped gas, community hall, indoor games, sewage treatment plant, cctv camera security, jogging track, rain water harvesting. This project has goo...",Pride Realty
117,Konark Virtue,"2 BHK Flat for rent in Keshav Nagar, Pune","₹28,000",+ Deposit 3 months rent,"1,100 sqft",2 BHK ,"['East Facing', 'Private Garden']","If you are searching a 2 bhk apartment for rent in keshav nagar, check out this amazing rental flat. This flat is available with a wide range of amenities in the well-Designed project of konark virtue. The rent amount of this 2 bhk apartment is set at an attractive price of 28,000. The preferred tenants are bachelors/family. The flat is nearby keshav nagar. This semi-Furnished flat offers all p...",Pride Realty
118,Venkatesh Graffiti Elan,"2 BHK Flat for rent in Keshav Nagar, Pune","₹26,500",+ Deposit 3 months rent,"1,100 sqft",2 BHK ,"['East Facing', 'Full Power Backup']","Newly constructed property located at centre of city full of ventilation and sunlight 2 bhk flat is available for rent in keshav nagar immediately. The rent apartment is in the premium project of venkatesh graffiti elan which offers all basic to amenities. The rent amount of this 2 bhk apartment is set at an attractive price of 26,000. The apartment will be rented to bachelors tenants. Keshav n...",Pride Realty
119,Oxford Florida Riverwalk,"2 BHK Flat for rent in Keshav Nagar, Pune","₹25,000",+ Deposit 3 months rent,"1,200 sqft",2 BHK ,"['East Facing', 'Full Power Backup']",Explore this amicable oxford florida riverwalk of keshav nagar in pune ! Live in a 2 bhk flat for rent in keshav nagar spread over 1050 sq.Ft. This flat consists of 2 bathrooms & 1 balcony in 1050 sq.Ft. Super built-Up area. This flat is constructed on 1200 sq.Ft. Area. An independent servant room is available in this property. This flat lies on the 5th floor of a 14 storey building. Well maint...,Pride Realty
120,Grand Bay Apartment,"2 BHK Flat for rent in Manjri, Pune","₹22,000",+ Deposit 3 months rent,734 sqft,2 BHK ,"['East Facing', 'Close to School']","Main pune solapur road , all amenities grand bay gemini near school, hospital etc",Supreme Shelters 
121,Purva Silversands,"2 BHK Flat for rent in Keshav Nagar, Pune","₹27,000",+ Deposit 3 months rent,"1,055 sqft",2 BHK ,"['East Facing', 'Full Power Backup']","All modern amenities, swimming pool , prime location ,school , college , mall
 Additional details :",Supreme Shelters 
122,Duville Riverdale Heights,"1 BHK Flat for rent in Kharadi, Pune","₹21,000",+ Deposit 3 months rent,624 sqft,1 BHK ,"['East Facing', 'Close to School']","Prime location near zensar , airy , all modern amenities, wtc near , school near , prime kharadi",Supreme Shelters 
123,Goodwill cresent,"2 BHK Flat for rent in Keshav Nagar, Pune","₹25,000",+ Deposit 3 months rent,722 sqft,2 BHK ,"['North-East Facing', 'Close to School']","It's nice green location , near mall, hospital , school keshavnagar",Supreme Shelters 
124,Kolte Patil Life Republic,"1 BHK Flat for rent in Hinjewadi, Pune","₹16,500","+ Deposit ₹45,000",450 sqft,1 BHK ,"['East Facing', 'Close to School']","1 bhk comfortable flat with 1 attached bathroom located in hinjewadi phase i, pune. Well connected to baner, wakad and tathawade. 2 minutes walking distance from bus stop. Schools, star city mall and markets are located nearby. All major electricity and water supply connections are already installed.",WHITEINDIA PROPERTY 
125,Kolte Patil Life Republic,"1 BHK Flat for rent in Hinjewadi, Pune","₹17,000","+ Deposit ₹45,000",457 sqft,1 BHK ,"['1 Baths', 'Top Floor']","This 1 bhk flat in hinjewadi is available in kolte patil life republic for rent, one of the most prominent projects for residential flats in pune. Property has attached 1 bathroom & 1 balcony with 1 room set in 457 sq.Ft. Carpet area. This property is constructed on 457 sq.Ft. You also get 1 covered parking inside the premises located on top of 22 floor. This is a ready to move property and it ...",Shree properties  
126,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹21,500","+ Deposit ₹50,000",920 sqft,2 BHK ,"['2 Baths', 'East Facing']","A 2 bhk flat for rent in hinjewadi close to all basic civic amenities is available for just 21,500 in kolte patil life republic, pune. This flat consists of 2 bathrooms & 2 balconies build in 920 sq.Ft. Carpet area. Flat is constructed on 920 sq.Ft. 1 covered parking available. Placed on 14th of 22 floor in 1-5 years old tower. It is a semi-Furnished property. Inclusive of 4 light, 4 fan, 1 gey...",Shree properties  
127,Panchshil Towers,"3 BHK Flat for rent in Kharadi, Pune","₹95,000",+ Deposit 3 months rent,"2,200 sqft",3 BHK ,"['4 Baths', 'Private Garden']",Panchshil towers fully furnished apartment on middle floor. 3.5 bhk with all furniture. Good furniture. Please call for more details and site visit . Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available. There is al...,Property Address 
128,Goel Ganga Constella,"2 BHK Flat for rent in Eon Free Zone , Pune","₹40,003","+ Deposit ₹100,000",920 sqft,2 BHK ,"['2 Baths', 'Private Garden']","Goel ganga constella is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in eon free zone, is your opportunity to be a part of this community. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 920 sq.Ft. Carpet area. Flat is constructed on 920 sq.Ft. 1 covered parking available. Placed on 5th of 9 floor in 5-10 years old tower. It ...",Pal property solutions 
129,Nyati Elysia,"2 BHK Flat for rent in Kharadi, Pune","₹32,000",+ Deposit 3 months rent,"1,100 sqft",2 BHK ,"['2 Baths', 'Private Garden']","Explore this amicable nyati elysia of kharadi in pune ! Live in a 2 bhk flat for rent in kharadi spread over 1050 sq.Ft. This flat consists of 2 bathrooms & 1 balcony in 1050 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1100 sq.Ft. A separate space for pooja room is available in this flat. Society provides 1 covered parking with this flat & the option for 1 open parking...",Prop Laksh 
130,Gulmohar Queenstown,"2 BHK Flat for rent in Eon Free Zone , Pune","₹33,000",+ Deposit 3 months rent,"1,200 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","Pune's most popular society gulmohar queenstown in eon free zone offers 2 bhk apartment. This 2 bhk flat comes with 2 bathrooms set in 1050 sq.Ft. Super built-Up usable area. This property is constructed on 1200 sq.Ft. Extra space for pooja room, study room and servant room. You also get 2 covered parking inside the premises located on 8th of 12 floor. This is a ready to move property and it is...",Prop Laksh 
131,YASHWIN ORIZZONTE,"3 BHK Flat for rent in Vitthal Nagar, Kharadi, Pune","₹45,000",+ Deposit 3 months rent,860 sqft,3 BHK ,"['3 Baths', 'Fresh Construction']","Its a unused flat,just opposite of pachashil tower
With all modern amenities.",Swap[nyog Infra India Pvt. Ltd 
132,ESTERLIA DHANORI,"2 BHK Flat for rent in Khese Park, Pune","₹20,000",+ Deposit 3 months rent,720 sqft,2 BHK ,"['2 Baths', 'East Facing']",2 bhk flat avl for rent ,Swap[nyog Infra India Pvt. Ltd 
133,Gulmohar Queenstown,"2 BHK Flat for rent in Eon Free Zone , Pune","₹33,000",+ Deposit 3 months rent,"1,108 sqft",2 BHK ,"['2 Baths', 'North-East Facing']","This is an excellent 2 bhk flat for rent in eon free zone , pune. It is a part of and is 1-5 year old property. It has 2 bathroom(s).This apartment is available for all. It has a super built-Up area of 1108 sq.Ft. It has a built up area of 1068 sq.Ft. It has a carpet area of 800 sq.Ft. The apartment has a single balcony In addition to the 2 bedroom(s), the property also has a study room and poo...",Prop Laksh 
134,Voyage To The Stars,"3 BHK Flat for rent in NIBM, Pune",₹1.25 Lac,+ Deposit 4 months rent,"2,800 sqft",3 BHK ,"['6 Baths', 'East Facing']","Situated in nibm pune, voyage to the stars is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2400 sq.Ft. Big 3 bhk apartment now available for rent. This property offers access to nearby landmarks and is close to school. This 3 bhk flat comes with 6 bathrooms set in 2400 sq.Ft. Super built-Up usable area. This flat is constructed on 28...",Place4u realtor  
135,Paranjape La Cresta,"2 BHK Flat for rent in Sopan Baug, Pune","₹40,000","+ Deposit ₹100,000","1,280 sqft",2 BHK ,"['2 Baths', 'East Facing']",Explore this amicable paranjape la cresta of sopan baug in pune ! Live in a 2 bhk flat for rent in sopan baug spread over 1180 sq.Ft. The flat is close to hospital. This 2 bhk flat comes with 2 bathrooms set in 1180 sq.Ft. Super built-Up usable area. This flat is constructed on 1280 sq.Ft. Area. An independent others is available in this property. This flat lies on the 5th floor of a 12 storey ...,Place4u realtor  
136,K Raheja Vistas Premiere,"3 BHK Flat for rent in Mohammed Wadi, Pune","₹50,000",+ Deposit 3 months rent,"2,100 sqft",3 BHK ,"['3 Baths', 'East Facing']","This lovely 3 bhk apartment for rent in mohamadwadi is available in one of pune's most popular projects, k raheja vistas premiere. This 3 bhk flat comes with 3 bathrooms set in 1800 sq.Ft. Super built-Up usable area. The flat is built on 2100 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within society. This flat is situated at 6th in a tower with 18 floors....",Place4u realtor  
137,GK Sai Heritage,"2 BHK Flat for rent in Aundh, Pune","₹27,000",,"1,000 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","A good society and good location in aundh pune
 Additional details :",s propertys 
138,Supreme Estia,"3 BHK Flat for rent in Baner, Pune","₹42,000",+ Deposit 3 months rent,"1,100 sqft",3 BHK ,"['3 Baths', 'Fitness Center/ Gym']","3 bhk semi furnished flat available for rent in supreme estia, baner",PROCITI 
139,Nyati Evita,"3 BHK Flat for rent in Lohegaon, Pune","₹43,000",+ Deposit 3 months rent,"1,150 sqft",3 BHK ,"['3 Baths', 'East Facing']","Nyati evita is the most preferred destination for renting flats in lohegaon, pune. A 3 bhk flat is now available for rent here. Don't miss to be a part of this community. This flat consists of 3 bathrooms & 2 balconies in 1150 sq.Ft. Carpet area. This flat is constructed on 1150 sq.Ft. Area. An independent study room is available in this property. Parking available: 1 covered parking & 1 open p...",Sumegh Properties 
140,Lodha Belmondo Ashbridge Gahunje,"1 BHK Flat for rent in Gahunje, Pune","₹27,000","+ Deposit ₹60,000",650 sqft,1 BHK ,"['1 Baths', 'East Facing']","A 1 bhk flat for rent in gahunje close to all basic civic amenities is available for just 27,000 in lodha belmondo ashbridge gahunje, pune. This flat consists of 1 bathroom & 1 balcony build in 550 sq.Ft. Super built-Up area. This flat is constructed on 650 sq.Ft. Area. This flat lies on the 18th floor of a 23 storey building. Well maintained 1-5 years property. This is a furnished flat. Alread...",Prism Professional Services 
141,Kakkad La Vida,"2 BHK Flat for rent in Balewadi, Pune","₹29,000","+ Deposit ₹60,000","1,220 sqft",2 BHK ,"['2 Baths', 'Jupitor hospital within 500m']","This lovely 2 bhk apartment for rent in balewadi is available in one of pune's most popular projects, kakkad la vida. The flat is close to school, close to hospital and close to market. Property has 1200 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. The flat is built on 1220 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within society. ...",HD Homes Property Solutions 
142,Puraniks Aldea,"1 BHK Flat for rent in Baner, Pune","₹23,000","+ Deposit ₹60,000",640 sqft,1 BHK ,"['1 Baths', 'Swimming Pool Available']","Puraniks aldea is one of pune's most sought after destination for residential flats and this 1 bhk flat for rent in baner, is your opportunity to be a part of this community. This property is close to school, close to hospital and close to market. This flat consists of 1 bathroom & 1 balcony in 500 sq.Ft. Carpet area. This property is constructed on 640 sq.Ft. Extra space for others. Located on...",HD Homes Property Solutions 
143,"Tulip Residency, Kharadi","1 BHK Flat for rent in Eon Free Zone , Pune","₹20,000",+ Deposit 3 months rent,600 sqft,1 BHK ,"['1 Baths', 'East Facing']","Tulip residency is the most preferred destination for renting flats in eon free zone , pune. A 1 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has 550 sq.Ft. Super built-Up area with 1 bathroom & 1 balcony attached. This flat is constructed on 600 sq.Ft. Area. An independent pooja room is available in this property. This flat lies on the 2nd floor ...",Krushna Homes Realty 
144,Sancheti Mount n Glory,"2 BHK Flat for rent in Tulaja Bhawani Nagar, Pune","₹33,000","+ Deposit ₹90,000","1,250 sqft",2 BHK ,"['2 Baths', 'KOTHARI SCHOOL within 500m']","A spacious 2 bhk flat for rent is available in tulaja bhawani nagar in sancheti mount n glory, pune. The flat is close to school. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 1122 sq.Ft. Super built-Up area. This property is constructed on 1250 sq.Ft. Extra space for study room. Located on 3rd of 10 floor. This is a ready to move property and it is 5-10 years old flat. Se...",Krushna Homes Realty 
145,Kolte Patil Cheryl,"2 BHK Flat for rent in Nagar Road, Pune","₹35,000","+ Deposit ₹90,000","1,210 sqft",2 BHK ,"['2 Baths', 'KOTHARI INTERNATIOAL SCHOOL  within 250m']",Explore this amicable kolte patil cheryl of nagar road in pune ! Live in a 2 bhk flat for rent in nagar road spread over 1090 sq.Ft. The flat is close to school. Property has 1090 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. Flat is constructed on 1210 sq.Ft. You get an additional space of study room. 1 covered parking available. Placed on 7th of 12 floor in 1-5 years old...,Krushna Homes Realty 
146,Geras Song Of Joy,"3 BHK Flat for rent in Kharadi, Pune","₹55,000",+ Deposit 3 months rent,"1,852 sqft",3 BHK ,"['3 Baths', 'Air Conditioned']","This lovely 3 bhk apartment for rent in kharadi is available in one of pune's most popular projects, geras song of joy. Property has attached 3 bathrooms & 1 balcony with 3 rooms set in 1685 sq.Ft. Super built-Up area. Flat is constructed on 1852 sq.Ft. You get an additional space of pooja room. 2 covered parking available. Placed on 8th of 15 floor in 5-10 years old tower. This property is sem...",Krushna Homes Realty 
147,Kumar Presidency,"2 BHK Flat for rent in Meera Nagar, Pune","₹55,000","+ Deposit ₹125,000","1,250 sqft",2 BHK ,"['2 Baths', 'Air Conditioned']",Explore this amicable kumar presidency of meera nagar in pune ! Live in a 2 bhk flat for rent in meera nagar spread over 1150 sq.Ft. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 1150 sq.Ft. Super built-Up area. This flat is constructed on 1250 sq.Ft. Area. This flat lies on the 5th floor of a 8 storey building. Well maintained 1-5 years property. It is a furnished property....,Makaan Makers  
148,wellington mews apartment,"2 BHK Flat for rent in Koregaon Park, Pune","₹55,000","+ Deposit ₹125,000","1,250 sqft",2 BHK ,"['2 Baths', 'Air Conditioned']","A spacious 2 bhk flat for rent is available in koregaon park in wellington mews apartment, pune. This 2 bhk flat comes with 2 bathrooms set in 1150 sq.Ft. Super built-Up usable area. Flat is constructed on 1250 sq.Ft. 1 covered parking available. Placed on 3rd of 4 floor in 5-10 years old tower. It is a furnished property. Inclusive of 6 light, 4 fan, 2 ac, 1 tv, 2 bed, 2 wardrobe, 1 geyser, 1 ...",Makaan Makers  
149,Chashm Shahi CGHS,"2 BHK Flat for rent in Koregaon Park, Pune","₹45,000","+ Deposit ₹125,000","1,250 sqft",2 BHK ,"['2 Baths', 'Air Conditioned']","Situated in koregaon park pune, chashm shahi cghs is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1150 sq.Ft. Big 2 bhk apartment now available for rent. This flat consists of 2 bathrooms & 1 balcony build in 1150 sq.Ft. Super built-Up area. This property is constructed on 1250 sq.Ft. You also get 1 covered parking inside the premise...",Makaan Makers  
150,Fortaleza Apartment,"3 BHK Flat for rent in Kalyani Nagar, Pune","₹60,000","+ Deposit ₹180,000","1,800 sqft",3 BHK ,"['3 Baths', 'Gated Society']","This 3 bhk flat in kalyani nagar is available in fortaleza apartment for rent, one of the most prominent projects for residential flats in pune. Property has attached 3 bathrooms & 1 balcony with 3 rooms set in 1650 sq.Ft. Super built-Up area. The flat consists of 3 bedrooms, built on 1800 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 12 floors and this p...",Makaan Makers  
151,Fortaleza Apartment,"2 BHK Flat for rent in Kalyani Nagar, Pune","₹40,000","+ Deposit ₹125,000","1,250 sqft",2 BHK ,"['2 Baths', 'Gated Society']","Fortaleza apartment is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in kalyani nagar with 1150 sq.Ft., is your opportunity to be a part of this community. Property has 1150 sq.Ft. Super built-Up area with 2 bathrooms & 1 balcony attached. Flat is constructed on 1250 sq.Ft. Placed on 5th of 11 floor in 1-5 years old tower. This is a semi-Furnishe...",Makaan Makers  
152,Gera Gardens,"2 BHK Flat for rent in Koregaon Park, Pune","₹40,000","+ Deposit ₹125,000","1,350 sqft",2 BHK ,"['2 Baths', 'Air Conditioned']","Explore this amicable gera gardens of koregaon park in pune ! Live in a 2 bhk flat for rent in koregaon park spread over 1250 sq.Ft. Property has 1250 sq.Ft. Super built-Up area with 2 bathrooms & 1 balcony attached. The flat consists of 2 bedrooms, built on 1350 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 4 floors and this property is situated on 3rd f...",Makaan Makers  
153,Lunkad Sky Vie,"3 BHK Flat for rent in Viman Nagar, Pune","₹90,000",+ Deposit 3 months rent,"1,500 sqft",3 BHK ,"['3 Baths', 'East Facing']","This lovely 3 bhk apartment for rent in viman nagar is available in one of pune's most popular projects, lunkad sky vie. This flat consists of 3 bathrooms & 2 balconies in 1500 sq.Ft. Carpet area. This flat is constructed on 1500 sq.Ft. Area. An independent store room is available in this property. This flat lies on the 7th floor of a 13 storey building. Well maintained 5-10 years property. Thi...",Makaan Makers  
154,Lunkad Sky Vie,"3 BHK Flat for rent in Viman Nagar, Pune",₹1.35 Lac,"+ Deposit ₹300,000","1,750 sqft",3 BHK ,"['4 Baths', 'Air Conditioned']","A spacious 3 bhk flat for rent is available in viman nagar in lunkad sky vie, pune. This flat consists of 4 bathrooms & 1 balcony in 1650 sq.Ft. Super built-Up area. The flat is built on 1750 sq.Ft. Area. This property has servant room as well. Ease of access to 1 covered parking within society. This flat is situated at 5th in a tower with 9 floors. This is a 1-5 years old society. Furnished fl...",Makaan Makers  
155,Paranjape Blue Ridge,"3 BHK Flat for rent in Hinjewadi, Pune","₹40,000","+ Deposit ₹100,000","1,660 sqft",3 BHK ,"['3 Baths', 'Full Power Backup']","This lovely 3 bhk apartment for rent in hinjewadi is available in one of pune's most popular projects, paranjape blue ridge. Property has attached 3 bathrooms & 2 balconies with 3 rooms set in 1550 sq.Ft. Super built-Up area. The flat is built on 1660 sq.Ft. Area. This property has pooja room as well. Ease of access to 1 covered parking within society. This flat is situated at 16th in a tower w...",Addon Property 
156,Karia Konark Campus,"2 BHK Flat for rent in Viman Nagar, Pune","₹43,000","+ Deposit ₹100,000","1,250 sqft",2 BHK ,"['2 Baths', 'East Facing']","Its a spacious two bhk fully furnished flat in karia konark campus sector located at a very prime location of viman nagar opp reddy's hotel near by symbiosis law school & college , . Its a spacious two bhk fully furnished flat with modular kitchen cabinets , wardrobes, bed, sofa , dining table , tv ,fridge , washing machine including all basic fixtures and fittings. There is a huge private terr...",Maxgrow Properties 
157,Ganga Platino,"3 BHK Flat for rent in Kharadi, Pune","₹80,000","+ Deposit ₹250,000","1,750 sqft",3 BHK ,"['3 Baths', 'East Facing']","Pune's most popular society ganga platino in kharadi offers 3 bhk apartment. This 3 bhk flat comes with 3 bathrooms set in 1670 sq.Ft. Super built-Up usable area. This flat is constructed on 1750 sq.Ft. Area. An independent servant room and study room is available in this property. This flat lies on the 4th floor of a 19 storey building. This is a furnished flat. Already installed 10 light, 6 f...",Makaan Makers  
158,Kolte Patil Life Republic,"1 BHK Flat for rent in Hinjewadi, Pune","₹16,000","+ Deposit ₹45,000",410 sqft,1 BHK ,"['1 Baths', 'Gated Society']","1 bhk flat for rent in life republic township .Society amenities garden ,swimming pool,gym,club house. Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Partial power backup is available. There is also a separate washroom for domestic help. The s...",Homedeal Realty India 
159,Atur Park,"2 BHK Flat for rent in Koregaon Park, Pune","₹50,000","+ Deposit ₹150,000","1,500 sqft",2 BHK ,"['2 Baths', 'Air Conditioned']","Atur park is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in koregaon park with 1300 sq.Ft., is your opportunity to be a part of this community. This flat consists of 2 bathrooms & 1 balcony in 1300 sq.Ft. Super built-Up area. This property is constructed on 1500 sq.Ft. You also get 1 covered parking inside the premises located on 3rd of 6 floor...",Makaan Makers  
160,Kumar Prospera,"2 BHK Flat for rent in Hadapsar, Pune","₹43,000","+ Deposit ₹125,000","1,150 sqft",2 BHK ,"['2 Baths', 'Gated Society']","Pune's most popular society kumar prospera in hadapsar offers 2 bhk apartment. This 2 bhk flat comes with 2 bathrooms set in 1050 sq.Ft. Super built-Up usable area. This flat is constructed on 1150 sq.Ft. Area. This flat lies on the 7th floor of a 22 storey building. This is a semi-Furnished flat. Already installed 5 light, 3 fan, 1 wardrobe, 1 sofa, 1 chimney, 1 dining table and 1 curtains. Re...",Makaan Makers  
161,Marvel Piazza,"3 BHK Flat for rent in Viman Nagar, Pune","₹90,000","+ Deposit ₹250,000","2,660 sqft",3 BHK ,"['3 Baths', 'Air Conditioned']","Pune's most popular society marvel piazza in viman nagar offers 3 bhk apartment. Property has 2550 sq.Ft. Super built-Up area with 3 bathrooms & 1 balcony attached. This property is constructed on 2660 sq.Ft. You also get 1 covered parking inside the premises located on 2nd of 3 floor. This is a ready to move property and it is 1-5 years old flat. Furnished flat with 8 light, 4 fan, 3 ac, 1 tv,...",Makaan Makers  
162,kp society,"3 BHK Flat for rent in Koregaon Park, Pune","₹65,000",+ Deposit 6 months rent,"1,800 sqft",3 BHK ,"['3 Baths', 'East Facing']",Residential apartment 3 bhk fully furnished for rent at 65000 at prime koregaon park with one allotted car park,Gaj Kesari Real Estates 
